text,target
frailty has been written so well that even simple goddammit ! near the end takes on whole other meaning,1.0
one hour photo is an intriguing snapshot one man his delusions its just too bad it does not have more flashes insight,1.0
kaufman creates an eerie sense not only being there at the time these events but the very night matthew was killed,1.0
chalk it up my adoration for both de niro murphy but i had pretty good time with this movie despite its myriad flaws,1.0
its scenes sensibility are all more than familiar but it exudes kind nostalgic spy movie charm at the same time is so fresh free the usual thriller nonsense that it all seems be happening for the first time,1.0
it represents better than average movie making that does not demand dumb distracted audience,1.0
charming yet poignant tale the irrevocable ties that bind,1.0
an enchanting spectacular for potter fans anxious ride the hogwarts express toward new year magic mischief,1.0
the talents the actors helps moonlight mile rise above its heart on its sleeve writing,1.0
its humble effort but spiced with wry humor genuine pathos especially between morgan redgrave,1.0
this examination aquatic life off the shores the baja california peninsula mexico offers an engrossing way demonstrate the virtues the imax format,1.0
dark disturbing but also surprisingly funny,1.0
the movie has an avalanche eye popping visual effects,1.0
starts off with bang but then fizzles like wet stick dynamite at the very end its still worth look,1.0
most impressive though is the films open ended finale that refuses entirely close its characters emotional wounds,1.0
hip ride into hyper time clockstoppers is lively enjoyable adventure for all ages at any time,1.0
grenier is terrific bringing an unforced rapid fire delivery tobacks heidegger nietzsche referencing dialogue,1.0
polished relatively sincere piece escapism,1.0
the story wraps back around on itself in the kind elegant symmetry thats rare in film today but be warned its slow slog get there,1.0
the whole cast looks be having so much fun with the slapstick antics silly street patois tossing around obscure expressions like bellini mullinski that the compact ## minutes breezes by,1.0
has freaky scenes where the crew wonder if theyre ghosts imagining themselves as alive its sly wink the others without becoming postmodern joke made creepy by its men in sardine can warped logic,1.0
long after you leave justine youll be wondering what will happen her wishing her the best whatever that might mean,1.0
still pretentious filled with subtext but entertaining enough at face value recommend anyone looking for something different,1.0
call me wimp but i cried not once but three times in this animated sweet film,1.0
notorious c h o has oodles vulgar highlights,1.0
an inspiring heart affecting film about the desperate attempts vietnamese refugees living in u s relocation camps keep their hopes alive in ####,1.0
the level maturity displayed by this ## year old first time feature director is astonishing considering her inexperience her subject matter,1.0
