text,target
its simply delightful watch an actor like michel serrault do his stuff,1.0
its humble effort but spiced with wry humor genuine pathos especially between morgan redgrave,1.0
for his first attempt at film noir spielberg presents fascinating but flawed look at the near future,1.0
the process figuring out the moment the movie re imagines the battle the bulge with bare chested guardsman pike is more than worth the price admission,1.0
it looks good but it is essentially empty,1.0
this documentary by stacy peralta makes convincing case on behalf skateboarding all things as catalyst for this change for some delinquent youths in derelict los angeles neighborhood as its agents,1.0
the movie starts with legend ends with story that is so far fetched it would be impossible believe if it werent true this is the stuff that disney movies are made,1.0
weirdly broomfield has compelling new material but he does not unveil it until the end after endless scenes him wheedling reluctant witnesses pointing his camera through the smeared windshield his rental car,1.0
this is mild mannered been there material given pedestrian spin by director who needed touch the flamboyant the outrageous,1.0
by the time the surprise ending is revealed interest cannot be revived,1.0
directed in flashy empty sub music video style by director so self possessed he actually adds period his first name,1.0
becomes the last thing you would expect from film with this title or indeed from any plympton film boring,1.0
its movie an album you wont want miss,1.0
work the utmost subtlety perception it marks the outstanding feature debut writer director eric byler who understands the power the implicit the virtues simplicity economy,1.0
in their love for each other their ability move on the women are in way lovely amazing,1.0
not exaggerated enough be parody gross out flicks college flicks or even flicks in general it merely indulges in the worst elements all them,1.0
directed without the expected flair or imagination by hong kong master john woo windtalkers airs just about every cliche in the war movie compendium across its indulgent two hour fifteen minute length,1.0
this is just lazy writing even kids deserve better,1.0
delia greta paula rank as three the most multilayered sympathetic female characters the year as each them searches for their place in the world miller digs into their very minds find an unblinking flawed humanity,1.0
whats at stake in this film is nothing more than an obsolete if irritating notion class,1.0
diaz applegate blair posey are suitably kooky which should appeal women they strip down often enough keep men alert if not amused,1.0
